order_id,customer_id,order_time,country,device,source,payment_method,discount_pct,gross_revenue,discount_amount,net_revenue,order_lines,total_units,total_product_cost,gross_profit_before_discount,net_profit,net_margin
16562,11678,2020-11-09 21:04:33,US,mobile,social,wallet,20.00,7.35,1.47,5.88,1,1,5.34,2.01,0.54,0.091837
16563,10439,2022-04-12 13:23:08,DE,mobile,paid,card,0.00,12.73,0.00,12.73,1,1,7.61,5.12,5.12,0.402200
16564,19512,2022-01-16 04:04:40,FR,mobile,direct,card,15.00,44.66,6.70,37.96,1,1,24.23,20.43,13.73,0.361697
16565,7378,2022-04-01 00:11:20,NL,desktop,social,card,20.00,219.98,44.00,175.98,3,5,148.78,71.20,27.20,0.154563
16566,8349,2025-09-13 21:12:48,US,mobile,email,card,0.00,368.53,0.00,368.53,3,3,271.78,96.75,96.75,0.262530
16567,15631,2024-03-29 20:00:52,SE,desktop,referral,card,0.00,109.86,0.00,109.86,1,2,75.76,34.10,34.10,0.310395
16568,10608,2024-04-07 12:02:28,NL,tablet,paid,card,15.00,12.51,1.88,10.63,1,1,7.27,5.24,3.36,0.316087
16569,3676,2021-06-24 13:08:03,FR,mobile,direct,wallet,20.00,157.00,31.40,125.60,1,1,80.65,76.35,44.95,0.357882
16570,11537,2025-03-08 19:50:15,US,desktop,organic,card,15.00,68.58,10.29,58.29,1,1,50.47,18.11,7.82,0.134157
16571,7451,2023-04-14 23:03:14,NL,mobile,social,card,10.00,238.21,23.82,214.39,1,1,128.84,109.37,85.55,0.399039
16572,3290,2021-04-20 02:25:27,FR,mobile,organic,card,15.00,77.30,11.59,65.71,3,5,52.68,24.62,13.03,0.198296
16573,3232,2025-02-19 19:56:51,US,mobile,organic,card,0.00,183.07,0.00,183.07,3,3,115.85,67.22,67.22,0.367182
16574,18349,2022-04-27 11:31:22,SE,mobile,email,card,15.00,170.53,25.58,144.95,1,1,91.39,79.14,53.56,0.369507
16575,12227,2025-10-04 14:27:31,SG,mobile,referral,paypal,20.00,405.24,81.05,324.19,1,1,281.65,123.59,42.54,0.131219
16576,2428,2022-06-04 05:46:34,US,desktop,organic,card,0.00,9.03,0.00,9.03,1,1,7.11,1.92,1.92,0.212625
16577,11379,2021-01-19 06:54:53,IN,desktop,direct,card,20.00,42.20,8.44,33.76,1,1,31.22,10.98,2.54,0.075237
16578,1703,2024-07-28 06:25:40,US,desktop,direct,card,0.00,7.58,0.00,7.58,1,1,4.17,3.41,3.41,0.449868
16579,17904,2024-02-13 14:10:40,DE,mobile,referral,card,15.00,40.16,6.02,34.14,1,4,28.28,11.88,5.86,0.171646
16580,14289,2023-08-04 05:10:51,SG,mobile,direct,paypal,20.00,7.58,1.52,6.06,1,1,4.17,3.41,1.89,0.311881
16581,4874,2024-08-12 01:34:07,DE,desktop,referral,paypal,0.00,38.88,0.00,38.88,2,2,24.25,14.63,14.63,0.376286
16582,17544,2024-12-23 21:05:32,IN,desktop,social,wallet,20.00,429.24,85.85,343.39,1,1,226.14,203.10,117.25,0.341448
16583,14876,2020-09-08 14:14:43,CA,mobile,social,card,5.00,77.26,3.86,73.40,1,1,39.44,37.82,33.96,0.462670
16584,15090,2022-12-25 12:12:00,US,desktop,organic,card,0.00,92.75,0.00,92.75,2,2,69.15,23.60,23.60,0.254447
16585,4933,2022-03-10 21:10:42,IN,mobile,organic,card,5.00,105.50,5.28,100.22,2,2,68.28,37.22,31.94,0.318699
16586,6485,2024-04-15 10:34:30,GB,mobile,paid,card,15.00,193.52,29.03,164.49,2,5,141.01,52.51,23.48,0.142744
16587,14766,2025-06-22 00:31:30,JP,desktop,direct,card,5.00,130.76,6.54,124.22,3,3,92.52,38.24,31.70,0.255192
16588,17514,2024-10-24 05:52:47,IN,mobile,paid,cod,5.00,158.99,7.95,151.04,2,2,104.90,54.09,46.14,0.305482
16589,9205,2021-09-27 18:17:16,JP,desktop,social,card,10.00,27.51,2.75,24.76,1,1,20.95,6.56,3.81,0.153877
16590,9504,2020-02-24 15:07:29,US,mobile,email,card,0.00,135.14,0.00,135.14,4,7,76.49,58.65,58.65,0.433994
16591,2393,2022-03-03 13:43:15,US,desktop,social,wallet,20.00,54.94,10.99,43.95,1,1,41.45,13.49,2.50,0.056883
16592,16209,2023-06-27 18:18:19,US,mobile,referral,card,0.00,127.96,0.00,127.96,2,2,82.31,45.65,45.65,0.356752
16593,18372,2023-03-23 19:58:26,AU,mobile,organic,card,15.00,31.63,4.74,26.89,1,1,17.39,14.24,9.50,0.353291
16594,11847,2023-02-27 08:57:32,CA,desktop,paid,card,5.00,36.42,1.82,34.60,1,1,23.48,12.94,11.12,0.321387
16595,236,2025-03-19 19:49:13,US,mobile,social,card,0.00,31.38,0.00,31.38,1,1,23.77,7.61,7.61,0.242511
16596,803,2021-02-03 08:22:10,DE,mobile,organic,card,10.00,27.33,2.73,24.60,2,2,15.32,12.01,9.28,0.377236
16597,2273,2024-03-02 16:42:24,US,mobile,direct,card,5.00,45.88,2.29,43.59,1,1,35.34,10.54,8.25,0.189264
16598,17392,2021-03-29 13:13:01,BR,mobile,paid,card,0.00,268.95,0.00,268.95,4,4,180.60,88.35,88.35,0.328500
16599,14861,2021-08-27 23:54:15,ES,mobile,social,card,10.00,109.71,10.97,98.74,2,2,79.98,29.73,18.76,0.189994
16600,4659,2021-10-25 12:36:37,NL,desktop,direct,card,15.00,58.26,8.74,49.52,1,1,45.59,12.67,3.93,0.079362
16601,1601,2022-07-06 09:11:19,ES,desktop,paid,paypal,0.00,58.43,0.00,58.43,2,2,36.43,22.00,22.00,0.376519
16602,11085,2020-07-13 11:04:09,US,mobile,social,paypal,20.00,394.10,78.82,315.28,4,5,231.31,162.79,83.97,0.266335
16603,5784,2021-09-27 09:41:22,FR,desktop,direct,cod,0.00,122.92,0.00,122.92,2,2,77.56,45.36,45.36,0.369021
16604,12923,2025-02-25 11:25:10,FR,mobile,direct,card,0.00,36.98,0.00,36.98,1,1,25.20,11.78,11.78,0.318551
16605,8271,2025-03-11 00:58:11,CA,desktop,direct,card,0.00,37.23,0.00,37.23,1,1,23.42,13.81,13.81,0.370937
16606,6690,2023-11-05 14:35:49,SG,mobile,organic,wallet,0.00,5.25,0.00,5.25,1,1,3.87,1.38,1.38,0.262857
16607,5990,2025-07-30 02:35:50,US,mobile,organic,card,0.00,74.16,0.00,74.16,1,1,40.36,33.80,33.80,0.455771
16608,14612,2024-12-29 02:31:52,AE,mobile,organic,cod,0.00,44.80,0.00,44.80,1,1,34.67,10.13,10.13,0.226116
16609,1139,2021-08-20 05:50:48,GB,mobile,paid,card,0.00,48.47,0.00,48.47,1,1,29.24,19.23,19.23,0.396740
16610,14193,2020-02-19 22:56:19,IN,desktop,social,paypal,0.00,41.61,0.00,41.61,2,2,28.41,13.20,13.20,0.317231
16611,10289,2020-07-27 15:01:54,ES,tablet,organic,card,10.00,8.56,0.86,7.70,1,1,5.34,3.22,2.36,0.306494
16612,4554,2021-07-06 15:10:37,JP,mobile,paid,wallet,0.00,290.22,0.00,290.22,3,7,205.73,84.49,84.49,0.291124
16613,6035,2024-06-10 12:21:19,JP,mobile,social,card,0.00,45.09,0.00,45.09,1,1,25.94,19.15,19.15,0.424706
16614,4487,2024-11-17 09:24:43,SE,tablet,organic,paypal,0.00,8.68,0.00,8.68,1,1,4.50,4.18,4.18,0.481567
16615,1563,2021-01-09 20:56:14,MX,desktop,direct,card,0.00,126.60,0.00,126.60,1,3,93.66,32.94,32.94,0.260190
16616,19074,2022-07-04 09:10:32,GB,mobile,direct,card,0.00,307.89,0.00,307.89,5,6,204.24,103.65,103.65,0.336646
16617,14657,2023-02-14 19:26:48,US,tablet,paid,wallet,5.00,97.11,4.86,92.25,2,2,66.49,30.62,25.76,0.279241
16618,18461,2023-08-14 09:33:38,US,mobile,organic,card,0.00,80.03,0.00,80.03,2,5,61.26,18.77,18.77,0.234537
16619,2837,2021-01-06 22:58:27,DE,mobile,direct,paypal,0.00,8.50,0.00,8.50,1,1,5.52,2.98,2.98,0.350588
16620,3814,2024-07-11 23:58:20,GB,mobile,organic,card,0.00,293.04,0.00,293.04,1,3,217.05,75.99,75.99,0.259316
16621,1905,2022-03-02 07:19:46,IN,mobile,organic,card,0.00,21.48,0.00,21.48,1,1,13.41,8.07,8.07,0.375698
16622,2371,2021-09-29 18:31:07,US,desktop,organic,card,10.00,61.38,6.14,55.24,1,1,48.94,12.44,6.30,0.114048
16623,12072,2020-09-09 05:33:07,FR,mobile,organic,card,5.00,822.05,41.10,780.95,2,5,618.22,203.83,162.73,0.208374
16624,734,2021-12-05 02:55:39,GB,desktop,organic,card,15.00,95.98,14.40,81.58,2,2,54.05,41.93,27.53,0.337460
16625,18440,2022-03-21 09:16:13,US,mobile,social,card,0.00,86.36,0.00,86.36,1,2,58.88,27.48,27.48,0.318203
16626,5829,2025-07-16 15:39:42,US,desktop,organic,paypal,0.00,26.38,0.00,26.38,1,1,16.06,10.32,10.32,0.391205
16627,799,2022-08-26 19:44:00,PL,mobile,social,paypal,15.00,55.86,8.38,47.48,3,3,34.13,21.73,13.35,0.281171
16628,19666,2021-10-23 01:55:29,GB,desktop,organic,card,0.00,121.95,0.00,121.95,3,3,77.39,44.56,44.56,0.365396
16629,5816,2024-11-18 00:57:33,AU,desktop,organic,card,10.00,12.51,1.25,11.26,1,1,7.27,5.24,3.99,0.354352
16630,17435,2023-02-07 15:18:15,BR,desktop,organic,wallet,0.00,119.66,0.00,119.66,2,2,92.12,27.54,27.54,0.230152
16631,3109,2021-11-14 13:31:09,SG,desktop,organic,card,0.00,132.18,0.00,132.18,1,3,68.16,64.02,64.02,0.484340
16632,15785,2024-01-31 01:25:02,AU,mobile,direct,wallet,20.00,138.92,27.78,111.14,1,1,76.12,62.80,35.02,0.315098
16633,7914,2024-09-27 11:02:25,SG,desktop,social,card,15.00,374.32,56.15,318.17,2,5,196.94,177.38,121.23,0.381023
16634,5633,2023-07-29 23:08:27,FR,mobile,direct,card,0.00,12.97,0.00,12.97,1,1,9.56,3.41,3.41,0.262914
16635,16032,2024-10-17 23:32:16,US,mobile,direct,wallet,10.00,36.68,3.67,33.01,1,1,24.60,12.08,8.41,0.254771
16636,2668,2025-01-25 02:23:26,GB,tablet,direct,paypal,0.00,110.22,0.00,110.22,1,1,61.46,48.76,48.76,0.442388
16637,4150,2021-05-04 00:10:14,FR,mobile,organic,card,0.00,18.43,0.00,18.43,1,1,13.08,5.35,5.35,0.290288
16638,10958,2022-11-03 18:08:42,US,mobile,organic,card,15.00,32.54,4.88,27.66,1,1,20.60,11.94,7.06,0.255242
16639,9287,2021-07-23 04:38:58,SG,tablet,direct,paypal,0.00,371.52,0.00,371.52,2,2,237.74,133.78,133.78,0.360088
16640,18538,2020-05-31 07:14:38,PL,desktop,direct,paypal,15.00,144.19,21.63,122.56,1,1,95.19,49.00,27.37,0.223319
16641,7938,2022-03-21 09:09:40,AU,mobile,direct,card,0.00,53.67,0.00,53.67,1,1,30.73,22.94,22.94,0.427427
16642,7662,2023-07-09 19:43:32,MX,mobile,direct,card,0.00,236.16,0.00,236.16,3,3,162.74,73.42,73.42,0.310891
16643,17965,2025-10-17 17:14:41,DE,desktop,direct,card,5.00,56.71,2.84,53.87,2,2,29.64,27.07,24.23,0.449787
16644,91,2021-12-14 09:44:09,BR,mobile,direct,wallet,0.00,45.94,0.00,45.94,1,1,32.26,13.68,13.68,0.297780
16645,1427,2020-05-06 21:11:57,SE,mobile,organic,wallet,20.00,82.39,16.48,65.91,1,1,61.89,20.50,4.02,0.060992
16646,11054,2025-01-11 00:46:23,US,mobile,organic,card,5.00,96.46,4.82,91.64,2,2,66.08,30.38,25.56,0.278918
16647,18825,2021-10-03 15:12:39,US,desktop,organic,paypal,0.00,77.21,0.00,77.21,1,1,46.84,30.37,30.37,0.393343
16648,3806,2021-06-28 19:20:42,IN,mobile,organic,wallet,0.00,458.73,0.00,458.73,4,9,308.72,150.01,150.01,0.327012
16649,13688,2022-09-27 09:51:04,BR,desktop,direct,paypal,5.00,18.39,0.92,17.47,1,1,11.13,7.26,6.34,0.362908
16650,11845,2024-07-25 22:18:42,JP,desktop,direct,card,0.00,101.63,0.00,101.63,2,2,52.98,48.65,48.65,0.478697
16651,1929,2020-01-10 23:34:14,BR,mobile,direct,card,0.00,11.72,0.00,11.72,1,1,7.50,4.22,4.22,0.360068
16652,5403,2022-08-18 10:52:13,DE,mobile,direct,paypal,20.00,340.86,68.17,272.69,2,2,217.77,123.09,54.92,0.201401
16653,2086,2023-12-13 16:11:57,BR,tablet,organic,card,0.00,147.49,0.00,147.49,1,1,114.77,32.72,32.72,0.221846
16654,15354,2025-10-04 22:19:28,US,desktop,direct,paypal,0.00,48.07,0.00,48.07,1,1,27.18,20.89,20.89,0.434575
16655,13536,2021-09-05 05:45:56,SG,desktop,organic,wallet,10.00,26.99,2.70,24.29,2,2,17.66,9.33,6.63,0.272952
16656,11839,2021-08-08 06:39:18,BR,desktop,paid,paypal,5.00,141.40,7.07,134.33,4,6,88.98,52.42,45.35,0.337601
16657,5652,2023-09-24 15:08:05,CA,tablet,organic,card,5.00,34.38,1.72,32.66,1,1,21.41,12.97,11.25,0.344458
16658,3112,2024-04-30 21:11:26,SE,mobile,organic,card,0.00,267.94,0.00,267.94,2,2,178.05,89.89,89.89,0.335486
16659,18807,2023-01-12 20:48:31,BR,desktop,organic,wallet,0.00,10.91,0.00,10.91,1,1,7.40,3.51,3.51,0.321723
16660,3052,2024-08-30 21:20:18,GB,mobile,referral,cod,10.00,43.27,4.33,38.94,1,1,30.91,12.36,8.03,0.206215
16661,8441,2024-07-14 00:37:18,AU,mobile,direct,paypal,0.00,67.97,0.00,67.97,1,1,51.58,16.39,16.39,0.241136
16662,458,2021-06-06 07:54:27,NL,mobile,email,card,10.00,65.48,6.55,58.93,1,1,34.06,31.42,24.87,0.422026
16663,12917,2023-02-18 05:04:34,AU,mobile,organic,cod,20.00,101.80,20.36,81.44,1,4,51.88,49.92,29.56,0.362967
16664,6872,2020-12-01 13:38:06,IN,tablet,organic,card,0.00,19.76,0.00,19.76,1,1,14.64,5.12,5.12,0.259109
16665,19152,2020-04-26 17:41:13,AU,desktop,social,wallet,0.00,72.44,0.00,72.44,2,2,43.26,29.18,29.18,0.402816
16666,10375,2024-05-04 21:54:07,GB,desktop,organic,wallet,0.00,28.57,0.00,28.57,1,1,17.02,11.55,11.55,0.404270
16667,11087,2022-12-20 14:18:36,BR,desktop,paid,card,0.00,254.66,0.00,254.66,1,2,159.02,95.64,95.64,0.375560
16668,2909,2020-12-04 13:13:55,JP,desktop,email,card,0.00,161.92,0.00,161.92,3,6,122.36,39.56,39.56,0.244318
16669,775,2020-05-21 01:39:18,GB,mobile,direct,card,5.00,189.50,9.47,180.03,2,2,116.57,72.93,63.46,0.352497
16670,2904,2024-02-06 17:51:59,US,desktop,direct,card,10.00,45.33,4.53,40.80,2,2,26.63,18.70,14.17,0.347304
16671,2670,2025-05-04 08:40:44,US,mobile,direct,wallet,5.00,192.72,9.64,183.08,2,2,122.41,70.31,60.67,0.331385
16672,11574,2022-01-27 22:54:36,GB,desktop,direct,card,20.00,45.17,9.03,36.14,2,2,25.90,19.27,10.24,0.283343
16673,14375,2025-08-19 06:36:49,DE,mobile,direct,card,20.00,103.16,20.63,82.53,1,4,59.92,43.24,22.61,0.273961
16674,9300,2025-02-28 11:24:27,CA,mobile,paid,card,0.00,146.21,0.00,146.21,2,2,86.10,60.11,60.11,0.411121
16675,17,2023-01-19 14:53:25,US,tablet,social,card,20.00,368.44,73.69,294.75,1,4,223.20,145.24,71.55,0.242748
16676,8888,2023-01-23 17:53:36,US,desktop,paid,card,5.00,44.44,2.22,42.22,1,1,29.46,14.98,12.76,0.302226
16677,2912,2022-08-11 03:34:09,US,desktop,organic,card,0.00,292.78,0.00,292.78,2,7,161.45,131.33,131.33,0.448562
16678,3350,2023-08-18 01:42:09,JP,mobile,referral,paypal,0.00,85.54,0.00,85.54,1,1,61.04,24.50,24.50,0.286416
16679,9235,2021-06-06 07:53:38,FR,mobile,referral,card,15.00,259.23,38.88,220.35,4,5,171.40,87.83,48.95,0.222147
16680,933,2022-04-05 19:04:35,IN,mobile,social,card,0.00,127.55,0.00,127.55,2,2,84.73,42.82,42.82,0.335711
16681,18242,2024-10-21 02:22:33,AE,desktop,email,card,0.00,107.31,0.00,107.31,2,2,62.99,44.32,44.32,0.413009
16682,18801,2025-06-15 09:21:03,ZA,desktop,social,card,10.00,196.11,19.61,176.50,2,2,110.85,85.26,65.65,0.371955
16683,9116,2025-10-16 20:53:17,IN,mobile,email,card,5.00,87.06,4.35,82.71,3,3,55.96,31.10,26.75,0.323419
16684,816,2023-11-20 16:28:56,PL,mobile,paid,card,0.00,113.42,0.00,113.42,2,2,80.40,33.02,33.02,0.291130
16685,11053,2022-09-17 21:23:18,GB,desktop,referral,card,10.00,158.32,15.83,142.49,4,4,102.58,55.74,39.91,0.280090
16686,6141,2023-08-22 17:47:13,CA,mobile,direct,card,10.00,83.26,8.33,74.93,2,2,53.17,30.09,21.76,0.290404
16687,5053,2022-02-19 03:03:47,DE,mobile,paid,card,10.00,196.91,19.69,177.22,2,3,134.64,62.27,42.58,0.240266
16688,744,2023-06-26 22:14:08,NL,desktop,referral,card,20.00,161.68,32.34,129.34,2,2,116.06,45.62,13.28,0.102675
16689,19628,2025-09-01 03:32:14,JP,desktop,referral,card,15.00,49.46,7.42,42.04,1,1,39.14,10.32,2.90,0.068982
16690,1384,2021-02-28 08:42:52,SG,desktop,organic,cod,10.00,107.54,10.75,96.79,1,1,58.29,49.25,38.50,0.397768
16691,2323,2020-12-12 21:21:41,GB,mobile,email,card,5.00,49.46,2.47,46.99,1,1,39.14,10.32,7.85,0.167057
16692,10137,2024-06-03 09:16:41,IN,mobile,organic,paypal,0.00,115.83,0.00,115.83,1,3,64.50,51.33,51.33,0.443149
16693,1530,2020-04-29 01:23:08,US,mobile,social,card,0.00,96.52,0.00,96.52,2,2,60.03,36.49,36.49,0.378056
16694,8535,2024-02-04 03:35:53,MX,desktop,organic,card,15.00,142.26,21.34,120.92,1,1,81.73,60.53,39.19,0.324099
16695,19873,2025-04-23 12:29:01,JP,mobile,direct,wallet,20.00,51.31,10.26,41.05,1,1,29.89,21.42,11.16,0.271864
16696,174,2024-08-06 22:40:20,CA,mobile,organic,wallet,5.00,161.02,8.05,152.97,1,1,119.94,41.08,33.03,0.215925
16697,8263,2025-05-26 11:08:07,US,mobile,organic,card,15.00,63.55,9.53,54.02,1,1,38.65,24.90,15.37,0.284524
16698,499,2021-09-03 02:05:30,GB,mobile,direct,card,20.00,260.07,52.01,208.06,1,3,158.28,101.79,49.78,0.239258
16699,14785,2024-12-05 13:34:31,US,desktop,direct,card,15.00,222.65,33.40,189.25,1,1,141.96,80.69,47.29,0.249881
16700,17308,2024-08-06 23:59:33,BR,mobile,paid,wallet,0.00,30.32,0.00,30.32,1,4,16.68,13.64,13.64,0.449868
16701,8877,2022-02-02 13:43:22,SE,desktop,paid,card,15.00,336.64,50.50,286.14,2,5,199.80,136.84,86.34,0.301740
16702,14869,2021-01-10 01:39:26,US,desktop,referral,card,15.00,225.09,33.76,191.33,1,3,133.89,91.20,57.44,0.300214
16703,12148,2025-08-22 02:57:45,ES,mobile,email,card,10.00,34.22,3.42,30.80,1,1,24.37,9.85,6.43,0.208766
16704,13901,2022-01-27 05:10:22,US,mobile,organic,wallet,5.00,58.36,2.92,55.44,2,2,37.04,21.32,18.40,0.331890
16705,7121,2023-03-17 17:42:16,GB,tablet,direct,wallet,0.00,215.19,0.00,215.19,4,4,161.50,53.69,53.69,0.249500
16706,1386,2023-08-26 07:53:12,SE,mobile,direct,card,20.00,113.43,22.69,90.74,1,1,65.67,47.76,25.07,0.276284
16707,13247,2023-12-12 19:19:33,BR,desktop,paid,cod,5.00,151.74,7.59,144.15,3,4,83.86,67.88,60.29,0.418245
16708,4971,2025-09-24 02:30:18,US,tablet,direct,wallet,15.00,99.29,14.89,84.40,2,2,72.41,26.88,11.99,0.142062
16709,18365,2025-09-14 22:01:26,MX,tablet,email,wallet,20.00,12.49,2.50,9.99,1,1,6.44,6.05,3.55,0.355355
16710,10325,2024-04-19 01:13:37,SG,desktop,referral,card,0.00,23.75,0.00,23.75,1,1,18.00,5.75,5.75,0.242105
16711,19552,2022-08-22 11:38:52,CA,desktop,referral,card,15.00,86.49,12.97,73.52,3,3,53.15,33.34,20.37,0.277067
16712,16168,2024-12-11 12:33:15,GB,desktop,organic,paypal,10.00,199.17,19.92,179.25,2,4,118.18,80.99,61.07,0.340697
16713,10822,2024-01-09 14:15:56,BR,mobile,paid,card,15.00,49.65,7.45,42.20,2,2,38.23,11.42,3.97,0.094076
16714,91,2025-01-06 18:16:49,BR,desktop,organic,card,0.00,375.78,0.00,375.78,2,2,242.83,132.95,132.95,0.353797
16715,16675,2023-11-13 22:54:41,IN,mobile,direct,card,0.00,114.20,0.00,114.20,1,1,62.46,51.74,51.74,0.453065
16716,12431,2021-09-02 23:37:23,AU,desktop,organic,card,0.00,186.94,0.00,186.94,1,1,119.77,67.17,67.17,0.359313
16717,7348,2024-07-24 19:32:46,ES,mobile,email,card,10.00,116.15,11.61,104.54,1,1,69.70,46.45,34.84,0.333270
16718,9676,2025-10-09 02:07:09,JP,tablet,direct,card,0.00,61.55,0.00,61.55,1,1,46.42,15.13,15.13,0.245816
16719,8345,2024-10-28 04:39:38,BR,tablet,paid,card,20.00,213.06,42.61,170.45,1,3,132.00,81.06,38.45,0.225579
16720,6039,2020-04-11 09:18:56,ZA,mobile,direct,card,0.00,185.12,0.00,185.12,2,3,142.42,42.70,42.70,0.230661
16721,16512,2021-03-18 06:38:09,NL,desktop,social,card,0.00,138.10,0.00,138.10,2,4,93.66,44.44,44.44,0.321796
16722,17856,2022-11-08 17:17:31,US,mobile,organic,cod,5.00,99.47,4.97,94.50,2,2,64.03,35.44,30.47,0.322434
16723,5449,2021-08-23 22:30:05,GB,desktop,organic,card,0.00,66.01,0.00,66.01,1,1,49.87,16.14,16.14,0.244508
16724,15398,2022-08-10 04:30:36,JP,desktop,organic,card,0.00,42.60,0.00,42.60,2,2,27.43,15.17,15.17,0.356103
16725,15349,2021-10-20 20:26:27,CA,mobile,social,card,5.00,685.00,34.25,650.75,2,4,506.82,178.18,143.93,0.221176
16726,3255,2022-08-19 02:26:20,MX,mobile,organic,paypal,15.00,74.16,11.12,63.04,1,1,40.36,33.80,22.68,0.359772
16727,790,2022-09-04 13:10:10,ES,tablet,direct,card,5.00,136.02,6.80,129.22,2,2,78.05,57.97,51.17,0.395991
16728,9157,2021-10-24 21:24:42,DE,mobile,referral,card,0.00,236.96,0.00,236.96,1,4,122.92,114.04,114.04,0.481263
16729,5533,2020-02-06 15:02:47,MX,desktop,direct,paypal,15.00,106.71,16.01,90.70,2,2,74.30,32.41,16.40,0.180816
16730,1298,2022-03-23 10:24:13,CA,mobile,organic,card,15.00,86.68,13.00,73.68,2,2,53.13,33.55,20.55,0.278909
16731,14991,2024-11-28 23:01:36,US,desktop,social,paypal,0.00,55.39,0.00,55.39,1,1,43.52,11.87,11.87,0.214299
16732,13004,2023-04-22 01:59:48,US,mobile,paid,cod,0.00,7.35,0.00,7.35,1,1,5.34,2.01,2.01,0.273469
16733,17265,2021-12-21 04:50:08,BR,tablet,direct,paypal,5.00,36.98,1.85,35.13,1,1,25.20,11.78,9.93,0.282664
16734,2945,2025-07-31 14:47:52,FR,mobile,direct,card,15.00,190.26,28.54,161.72,3,4,116.64,73.62,45.08,0.278753
16735,15622,2024-06-11 14:35:11,IN,mobile,direct,card,5.00,330.41,16.52,313.89,3,3,211.91,118.50,101.98,0.324891
16736,5763,2023-09-22 04:45:23,GB,desktop,organic,card,0.00,53.60,0.00,53.60,1,1,36.40,17.20,17.20,0.320896
16737,19727,2021-04-03 04:13:52,FR,desktop,organic,card,10.00,49.13,4.91,44.22,1,1,36.41,12.72,7.81,0.176617
16738,17717,2022-11-22 19:39:06,FR,desktop,social,card,0.00,213.18,0.00,213.18,2,2,149.95,63.23,63.23,0.296604
16739,4892,2021-01-19 11:41:18,SG,desktop,organic,card,0.00,65.07,0.00,65.07,1,1,41.83,23.24,23.24,0.357154
16740,2589,2020-12-12 01:30:07,BR,desktop,referral,card,10.00,151.43,15.14,136.29,2,2,112.03,39.40,24.26,0.178003
16741,1074,2022-04-18 02:37:20,GB,desktop,social,card,0.00,45.85,0.00,45.85,1,1,25.00,20.85,20.85,0.454744
16742,5377,2025-01-13 06:55:56,SG,mobile,referral,wallet,20.00,51.23,10.25,40.98,1,1,26.65,24.58,14.33,0.349683
16743,13371,2021-08-01 03:51:02,BR,mobile,referral,cod,10.00,270.67,27.07,243.60,4,5,174.11,96.56,69.49,0.285263
16744,18288,2022-12-01 11:45:49,FR,mobile,referral,wallet,0.00,26.40,0.00,26.40,1,1,14.72,11.68,11.68,0.442424
16745,11482,2025-03-30 02:12:25,FR,desktop,direct,card,15.00,429.68,64.45,365.23,2,2,317.31,112.37,47.92,0.131205
16746,2039,2020-04-07 10:46:15,SG,mobile,organic,paypal,15.00,363.81,54.57,309.24,3,9,224.59,139.22,84.65,0.273736
16747,4684,2024-03-24 14:57:32,BR,desktop,direct,card,0.00,35.10,0.00,35.10,1,1,23.01,12.09,12.09,0.344444
16748,16521,2023-06-01 15:23:52,AE,desktop,direct,cod,0.00,92.13,0.00,92.13,2,6,69.84,22.29,22.29,0.241941
16749,18022,2024-04-25 01:56:50,IN,mobile,direct,card,15.00,8.15,1.22,6.93,1,1,6.11,2.04,0.82,0.118326
16750,819,2020-11-15 21:18:04,DE,mobile,organic,card,5.00,153.06,7.65,145.41,3,3,106.32,46.74,39.09,0.268826
16751,14753,2021-12-17 19:16:54,AU,desktop,direct,card,0.00,63.55,0.00,63.55,1,1,38.65,24.90,24.90,0.391817
16752,15990,2024-01-14 16:39:05,ES,desktop,organic,card,20.00,11.57,2.31,9.26,1,1,8.78,2.79,0.48,0.051836
16753,4145,2020-01-15 08:01:01,AE,mobile,social,wallet,0.00,84.75,0.00,84.75,2,2,46.56,38.19,38.19,0.450619
16754,2104,2025-01-20 04:02:23,AE,mobile,direct,card,20.00,65.94,13.19,52.75,2,2,44.91,21.03,7.84,0.148626
16755,15459,2024-06-05 08:28:58,IN,desktop,direct,card,0.00,55.29,0.00,55.29,1,1,29.88,25.41,25.41,0.459577
16756,15889,2025-03-21 03:43:13,JP,desktop,direct,card,10.00,51.63,5.16,46.47,1,1,40.82,10.81,5.65,0.121584
16757,40,2023-08-29 19:40:49,DE,mobile,email,card,5.00,174.06,8.70,165.36,5,5,125.72,48.34,39.64,0.239719
16758,9867,2024-05-23 05:02:07,IN,mobile,email,card,0.00,121.59,0.00,121.59,3,3,73.76,47.83,47.83,0.393371
16759,1241,2024-06-24 12:43:29,FR,mobile,social,card,0.00,73.02,0.00,73.02,2,2,38.41,34.61,34.61,0.473980
16760,7083,2025-05-14 20:28:13,CA,desktop,paid,card,0.00,205.61,0.00,205.61,3,5,151.74,53.87,53.87,0.262001
16761,17002,2020-02-23 01:15:16,AU,mobile,organic,paypal,0.00,181.84,0.00,181.84,2,2,103.17,78.67,78.67,0.432633
16762,19122,2025-02-21 08:40:28,JP,mobile,organic,card,10.00,169.00,16.90,152.10,3,3,115.76,53.24,36.34,0.238922
16763,13371,2024-09-21 12:54:23,BR,mobile,paid,card,20.00,28.04,5.61,22.43,1,1,18.23,9.81,4.20,0.187249
16764,13919,2025-02-28 11:25:11,ZA,mobile,organic,cod,0.00,62.87,0.00,62.87,2,2,42.54,20.33,20.33,0.323366
16765,18362,2021-05-11 15:00:53,NL,desktop,direct,card,0.00,81.84,0.00,81.84,3,3,48.41,33.43,33.43,0.408480
