"customer_id","recency_days","frequency","total_monetary"
5182,331,2,191.45
7518,1533,2,191.44
18649,789,2,191.43
10235,657,2,191.42
2188,910,2,191.39
14374,1112,2,191.3
10525,97,2,191.28
4453,70,2,191.28
3548,254,2,191.27
15749,596,1,191.22
12188,638,3,191.22
13015,269,2,191.22
13447,407,1,191.15
13990,502,1,191.13
12148,70,2,191.09
150,1844,1,191.07
11197,391,2,191.0
5123,1179,1,190.94
1928,2020,1,190.89
1634,1659,1,190.85
5606,1238,1,190.85
12543,1664,2,190.78
15191,1828,2,190.77
10731,1381,2,190.76
514,300,2,190.64
10637,317,2,190.55
9869,1020,1,190.55
16719,989,2,190.54
1496,208,3,190.49
7544,22,2,190.49
7961,134,2,190.47
17302,65,3,190.46
12145,184,1,190.45
2139,233,2,190.42
1889,488,3,190.4
1299,20,2,190.38
4074,152,2,190.37
19005,399,2,190.36
14963,268,2,190.35
15906,47,2,190.34
12601,806,2,190.32
19417,1932,1,190.3
6521,393,2,190.28
12351,190,1,190.27
11169,932,1,190.25
586,749,2,190.19
19981,405,4,190.14
16653,139,2,190.14
18595,952,1,190.14
7253,164,2,190.13
6369,153,3,190.1
3660,750,1,190.1
8982,160,3,190.08
6080,854,2,190.07
10857,227,2,190.05
2663,1450,2,190.04
6872,915,3,190.01
18925,12,1,190.01
3729,449,3,189.98
957,1853,1,189.96
19193,1145,1,189.96
13947,1505,1,189.96
14015,314,1,189.96
1494,12,2,189.91
6536,841,2,189.89
6793,1040,1,189.87
2435,807,1,189.84
6894,2067,1,189.7
15634,641,3,189.7
11484,1898,1,189.7
13077,311,1,189.61
6239,26,1,189.61
14185,1110,2,189.6
3820,1943,1,189.58
17107,1149,2,189.58
2118,746,2,189.53
7332,92,4,189.5
13555,1528,2,189.46
11308,1519,1,189.43
7186,992,1,189.38
10980,232,2,189.3
15620,594,1,189.3
4219,2052,1,189.29
4076,1351,2,189.25
1543,1582,1,189.19
4926,705,2,189.15
4884,388,3,189.07
10635,736,4,189.06
12207,574,2,189.06
14170,914,2,188.95
8808,347,2,188.91
14652,898,2,188.9
16792,760,1,188.82
17009,649,2,188.8
13387,814,3,188.71
22,1887,1,188.7
5484,1295,1,188.69
3514,920,3,188.63
4427,517,2,188.6
7485,1775,1,188.6
16137,82,2,188.58
16451,1265,1,188.56
14092,1070,2,188.5
9709,1434,1,188.48
13800,931,1,188.44
11811,115,1,188.42
1025,642,1,188.42
636,939,2,188.36
17774,705,2,188.3
17986,48,3,188.29
7458,710,3,188.27
18987,156,3,188.24
9807,72,2,188.22
17503,698,2,188.2
2618,905,3,188.2
1544,1155,2,188.11
4106,379,2,188.1
18182,1405,2,188.09
9207,190,2,188.01
12319,811,1,188.0
1020,476,2,187.93
18360,123,1,187.9
9910,215,2,187.85
6066,1462,1,187.82
3667,1603,1,187.81
17994,402,2,187.79
5297,1633,2,187.77
1979,58,3,187.75
7804,552,3,187.74
18247,368,2,187.74
8118,1327,3,187.7
502,2032,1,187.63
366,42,1,187.57
3872,243,1,187.56
3577,660,2,187.53
16450,1243,3,187.53
17497,1113,1,187.48
19609,1194,1,187.33
1198,1003,4,187.29
14352,1688,2,187.24
4970,33,2,187.22
6565,1299,2,187.2
17412,387,2,187.18
1559,1695,2,187.16
18148,1449,1,187.12
13272,396,1,187.07
15372,183,4,187.04
9131,1730,1,186.94
13005,95,2,186.92
5811,457,1,186.87
3888,363,1,186.84
13332,260,2,186.75
19147,495,2,186.74
4811,1261,2,186.72
2808,402,2,186.68
50,1672,1,186.6
18367,487,2,186.58
3864,1745,1,186.57
2825,1202,1,186.56
4456,192,1,186.52
13836,1320,2,186.5
13539,1001,3,186.44
13661,258,1,186.38
16954,928,2,186.31
12798,1914,2,186.3
14081,223,1,186.25
7613,31,1,186.19
7111,1200,1,186.15
10094,221,2,186.15
849,546,2,186.13
4942,705,2,186.13
4173,64,1,186.11
1211,228,3,186.07
5094,171,2,186.04
9618,68,3,186.04
2200,1459,1,185.98
6908,399,2,185.87
9868,170,1,185.81
13333,400,2,185.77
15112,137,3,185.77
18074,837,2,185.73
3958,1961,1,185.69
5851,170,3,185.64
12718,260,3,185.6
417,11,2,185.58
2217,1336,1,185.57
17767,332,2,185.53
1231,52,3,185.52
12649,201,2,185.48
7943,851,1,185.42
4692,878,2,185.38
7308,910,2,185.36
8361,456,1,185.34
17444,674,1,185.34
3134,1695,1,185.28
16075,196,2,185.27
14526,13,2,185.25
19016,1914,1,185.21
10257,476,1,185.17
5952,1337,2,185.12
6039,2029,1,185.12
16539,720,3,185.09
6180,525,2,185.06
9504,57,2,185.06
6654,22,3,185.02
6310,776,2,184.97
2765,1497,2,184.9
5846,1917,1,184.88
4118,126,2,184.83
1069,313,1,184.81
11615,41,2,184.8
14834,294,2,184.77
7853,1771,1,184.75
15973,287,4,184.67
12714,414,1,184.65
2795,378,3,184.63
3812,1129,2,184.61
11853,1210,2,184.59
13829,1737,1,184.55
3830,77,1,184.52
10785,592,2,184.5
6727,476,3,184.49
18278,1728,1,184.46
14982,719,2,184.45
14896,801,2,184.44
16534,360,3,184.43
16199,32,2,184.41
8383,98,3,184.41
16820,1306,2,184.39
17655,73,2,184.34
15650,739,3,184.31
1103,750,1,184.29
15375,17,3,184.28
6208,1607,2,184.25
6653,718,1,184.2
8812,543,2,184.2
16070,1593,1,184.2
2669,1717,1,184.2
4723,2079,1,184.15
10655,1605,1,184.15
14325,661,3,184.09
11021,1598,1,184.05
4464,314,2,184.04
8201,236,3,184.02
17218,903,2,184.01
3843,790,1,183.92
19778,393,1,183.85
8015,345,2,183.83
7820,872,2,183.77
4337,1238,3,183.73
15680,1860,2,183.73
17063,366,2,183.67
3009,37,2,183.67
19883,940,2,183.67
4369,360,2,183.66
1512,137,2,183.65
1913,147,2,183.61
6464,1025,2,183.57
9379,260,2,183.55
10522,33,3,183.54
5393,1504,1,183.52
739,761,2,183.46
9704,907,1,183.42
6035,508,3,183.4
6992,590,1,183.35
11187,1215,1,183.35
11504,880,1,183.35
17542,438,1,183.35
13922,1072,2,183.33
14343,76,3,183.32
6337,708,2,183.32
2589,829,2,183.29
14507,1813,1,183.26
12233,341,1,183.24
11096,1230,1,183.21
15307,416,2,183.04
5783,55,3,183.0
4920,908,1,182.93
19833,1256,2,182.88
8848,1401,2,182.75
5241,1211,1,182.72
17924,324,3,182.7
3322,479,4,182.7
17770,750,3,182.63
8459,441,1,182.6
17499,1041,1,182.58
18419,391,1,182.58
4136,1012,2,182.57
9083,279,2,182.51
15309,68,1,182.47
13540,355,1,182.44
656,210,2,182.43
14568,1004,2,182.42
1802,1132,1,182.3
9464,19,3,182.28
19041,147,3,182.23
528,620,2,182.23
1770,867,3,182.23
8650,430,3,182.18
5040,246,2,182.16
17616,951,1,182.14
11130,1751,1,182.13
5610,1282,1,182.04
8769,600,3,182.01
669,1159,3,181.94
696,378,1,181.92
17459,570,3,181.88
5706,1139,3,181.86
3091,648,2,181.84
7575,1596,1,181.77
6740,56,2,181.65
15821,289,3,181.64
2745,551,1,181.63
3118,970,2,181.61
19246,72,1,181.53
7424,1327,2,181.53
12263,1856,1,181.51
14556,399,2,181.51
6124,722,1,181.44
12984,554,2,181.33
6165,844,2,181.28
11078,1271,2,181.22
15529,1221,1,181.22
19034,1239,2,181.17
18151,1880,1,181.16
13280,541,1,181.16
11532,1466,1,181.15
9874,117,3,181.12
15786,463,3,181.09
1947,880,2,181.05
2098,730,1,181.03
10159,855,2,180.99
15722,471,3,180.97
4897,1753,1,180.94
2392,1179,2,180.89
14760,322,3,180.88
1363,1957,2,180.81
1606,1256,1,180.81
15358,754,1,180.81
13692,1140,1,180.76
10652,952,1,180.71
5192,354,1,180.71
1030,1258,1,180.68
4229,940,3,180.64
11540,146,2,180.61
12235,1806,2,180.61
19958,1321,1,180.6
16502,764,3,180.59
10679,148,1,180.58
11092,1282,1,180.57
8176,936,1,180.57
1501,1761,1,180.57
193,376,2,180.55
7547,122,2,180.55
16945,214,2,180.41
8315,1123,3,180.4
14974,1168,1,180.33
18848,1589,1,180.33
9240,259,1,180.32
6736,743,1,180.28
11007,1662,1,180.28
15610,598,2,180.25
6607,192,2,180.23
18861,346,4,180.21
2408,1736,2,180.11
1130,930,2,180.05
5062,866,2,179.94
4763,181,3,179.93
9327,22,2,179.93
1526,56,1,179.88
17019,926,2,179.88
19491,1212,2,179.87
12784,2059,2,179.86
3940,425,2,179.86
11654,25,3,179.85
18964,1387,2,179.84
12951,468,1,179.79
1284,22,2,179.67
18116,145,2,179.65
14998,391,2,179.62
9012,1330,1,179.61
5793,797,3,179.59
357,1779,1,179.55
702,183,2,179.52
4626,1394,1,179.51
8002,988,2,179.51
19295,274,2,179.48
7774,691,1,179.47
2258,599,2,179.45
12327,762,2,179.44
15915,142,1,179.4
3348,912,1,179.4
18625,447,1,179.36
12893,1132,1,179.28
9043,1494,1,179.28
13372,818,3,179.27
15556,364,2,179.25
925,1944,1,179.22
19673,364,2,179.21
6226,1111,2,179.15
18921,393,3,179.1
4359,1275,1,179.06
11418,966,1,179.06
12809,1574,1,179.06
5899,38,3,179.03
9263,1132,2,179.02
10292,692,1,179.02
15406,38,3,178.99
13463,101,3,178.9
6888,984,2,178.88
16350,1284,2,178.84
19983,394,1,178.83
7972,226,1,178.81
5142,73,3,178.8
774,563,1,178.78
7479,1717,1,178.76
7646,1176,2,178.74
19301,87,2,178.68
13664,1406,2,178.67
15579,424,3,178.63
2922,1616,2,178.61
10524,690,3,178.57
16292,514,3,178.5
8795,306,3,178.42
2272,873,2,178.42
9975,752,2,178.41
12539,715,2,178.38
11370,145,2,178.37
2504,2004,1,178.35
14154,524,2,178.34
13995,820,2,178.28
972,270,2,178.25
13076,1159,1,178.21
5941,503,2,178.19
8482,76,2,178.18
15144,396,3,178.18
8033,1762,1,178.09
2216,74,1,178.09
9075,505,1,178.08
14525,695,3,178.07
11480,214,2,178.04
13653,1270,1,178.03
15990,656,2,178.03
18478,704,2,177.98
8895,399,2,177.91
6542,1188,2,177.87
13420,1214,2,177.85
6052,970,2,177.84
410,1404,1,177.84
10087,639,1,177.81
7094,1804,2,177.8
15459,513,2,177.8
8310,261,2,177.77
12348,1571,2,177.76
19414,52,1,177.76
17031,1742,2,177.73
5057,1279,2,177.73
9326,176,2,177.71
9334,1871,1,177.66
17749,2130,1,177.63
5777,259,3,177.61
5499,2058,1,177.56
1380,1132,2,177.48
4096,435,1,177.42
2014,857,2,177.4
8783,1189,2,177.38
7572,275,1,177.37
3043,1697,2,177.33
15258,1092,1,177.31
7397,1146,1,177.27
5082,35,2,177.27
17967,215,1,177.23
15774,898,1,177.15
3092,307,2,177.08
18349,787,2,177.07
2233,576,1,177.04
11839,851,2,177.0
11447,1740,1,176.97
13584,1811,1,176.92
19730,277,1,176.85
5624,375,2,176.83
543,35,3,176.82
12452,769,2,176.79
1388,1382,2,176.75
6659,493,3,176.71
12804,812,2,176.68
7537,1896,1,176.65
17715,109,2,176.65
9971,200,3,176.64
5934,271,3,176.57
4275,24,2,176.55
6064,59,2,176.53
19544,1966,1,176.5
16033,691,1,176.45
9289,52,3,176.42
1395,1063,2,176.41
16935,686,2,176.39
10062,249,1,176.38
1318,1729,1,176.38
1421,794,1,176.35
19514,635,3,176.27
152,1002,3,176.24
17577,29,2,176.23
11964,949,1,176.22
6467,1409,3,176.21
5866,1884,1,176.19
19951,670,2,176.19
16212,875,2,176.18
3003,7,2,176.15
10638,368,2,176.13
16417,166,2,176.09
18930,733,2,176.09
9814,316,1,176.02
123,277,2,175.97
8189,1019,2,175.91
7257,1809,1,175.86
14841,476,2,175.85
1412,184,2,175.83
7618,597,3,175.79
211,453,2,175.76
15516,138,3,175.74
11182,1878,1,175.73
144,326,2,175.72
2511,391,4,175.71
4764,105,2,175.71
10797,1700,1,175.68
9944,1568,2,175.65
1169,879,2,175.65
3753,1003,2,175.64
13061,499,1,175.62
13480,1001,2,175.62
4234,1743,2,175.6
9609,1861,1,175.59
19447,2004,1,175.56
3889,395,1,175.56
18700,983,1,175.51
16378,274,1,175.5
560,51,1,175.46
14606,435,2,175.37
5785,10,2,175.35
1164,579,1,175.25
14500,197,2,175.23
12964,1518,3,175.21
452,2117,1,175.21
19739,973,2,174.97
2328,281,3,174.93
12048,805,2,174.83
19652,90,2,174.81
19271,1102,2,174.79
14944,707,2,174.76
10098,1088,1,174.73
11760,379,2,174.7
748,368,1,174.66
2530,1529,2,174.62
14761,326,2,174.57
8981,883,3,174.57
13052,460,2,174.53
6274,394,2,174.43
9307,1695,1,174.39
9715,902,2,174.39
18686,870,1,174.39
17915,1110,1,174.27
17947,1837,1,174.27
1769,575,2,174.2
19108,236,2,174.12
6095,747,4,174.12
12670,723,2,174.07
17120,1416,2,174.04
14485,152,4,174.02
7742,395,2,174.0
5248,138,2,173.98
16078,215,3,173.95
11525,283,3,173.93
4153,1389,3,173.92
15275,2020,1,173.91
18997,1132,2,173.91
18089,371,2,173.88
19288,1101,2,173.86
18596,233,1,173.85
15376,875,3,173.79
10554,738,1,173.75
10914,1116,1,173.75
5208,1647,1,173.75
3030,1664,2,173.66
17916,1066,3,173.65
13404,1495,1,173.62
15877,549,2,173.61
2577,183,2,173.47
6625,15,2,173.47
15238,526,3,173.43
12536,125,1,173.41
18726,1616,1,173.37
8536,343,3,173.34
1038,1006,1,173.33
17282,95,2,173.29
14155,441,3,173.29
18284,1447,1,173.28
14613,1226,3,173.24
15998,1044,1,173.2
2810,162,2,173.15
14684,1403,1,173.14
10237,1678,1,173.1
7453,2013,1,172.99
17149,14,2,172.95
17619,528,2,172.94
5056,807,1,172.86
18855,1660,1,172.84
17034,107,1,172.81
17736,803,2,172.8
2927,1027,1,172.79
7430,365,2,172.7
17213,666,1,172.64
16623,941,3,172.63
19397,1178,1,172.53
8844,638,4,172.47
18849,1384,1,172.46
19878,441,3,172.45
2170,515,1,172.4
15870,782,1,172.32
5979,860,1,172.31
1655,191,1,172.25
17443,342,2,172.24
9737,427,2,172.17
9694,271,2,172.09
1379,67,2,172.08
10908,1393,1,172.06
17428,1413,2,172.05
2421,638,2,172.02
11712,1303,1,171.96
2503,1354,2,171.94
610,1043,2,171.92
9638,1338,1,171.92
17949,459,4,171.88
855,2088,1,171.85
4905,1509,1,171.8
7543,271,1,171.74
1145,1137,2,171.69
1208,1806,1,171.64
10715,1323,1,171.64
12730,404,2,171.64
13916,1396,3,171.63
16925,1880,1,171.62
18612,478,1,171.56
5340,786,1,171.52
18439,678,1,171.5
13403,326,3,171.48
14157,343,2,171.46
2857,522,1,171.44
3103,343,1,171.42
14810,1463,1,171.3
121,537,2,171.19
13509,113,1,171.19
6594,1107,1,171.09
16002,1257,2,171.07
11037,22,2,171.04
11573,463,2,170.97
13327,1631,2,170.93
19792,1576,2,170.92
10523,648,3,170.89
5891,917,1,170.87
6438,1174,1,170.87
5306,1234,2,170.84
15575,193,2,170.75
9738,783,1,170.7
14056,864,1,170.69
10684,371,2,170.68
17960,2016,2,170.67
3250,680,5,170.65
14545,315,2,170.64
13401,1930,1,170.61
16614,667,2,170.55
5049,38,2,170.54
10511,233,1,170.53
8292,1794,1,170.53
18353,30,3,170.52
10574,379,4,170.48
7136,1783,1,170.43
14964,589,3,170.41
18759,268,1,170.38
1757,428,3,170.37
3083,1469,1,170.37
6255,1224,2,170.32
9514,271,3,170.3
9567,1050,2,170.3
9564,1209,1,170.28
5388,1006,1,170.19
12269,111,4,170.15
3619,1773,1,170.12
4880,1339,1,170.09
12538,1413,1,170.07
10922,1154,2,170.02
18856,494,2,169.97
8905,412,2,169.88
13534,187,1,169.77
2069,357,2,169.7
4996,90,1,169.68
1593,335,1,169.66
5301,1562,2,169.64
1759,1812,1,169.62
1461,1663,1,169.54
1547,1394,1,169.54
1588,1534,1,169.54
1964,533,2,169.5
7240,782,1,169.49
16776,866,2,169.45
3961,1256,2,169.44
9222,1847,2,169.44
5180,286,2,169.36
9280,1173,2,169.34
8638,646,3,169.32
15996,745,2,169.3
14197,1616,1,169.28
1317,1261,1,169.24
2590,891,2,169.23
16293,903,2,169.22
16950,509,2,169.2
19725,1836,2,169.18
8391,1968,1,169.16
11224,1371,2,169.13
749,1846,1,169.08
16146,1337,1,169.07
10945,1305,2,169.06
7494,1068,1,169.03
15961,582,2,169.0
11156,1740,1,168.93
1591,554,2,168.92
17374,175,1,168.87
13525,453,2,168.85
13685,1646,2,168.82
7287,530,2,168.8
15353,416,2,168.79
882,870,1,168.78
2000,2079,1,168.73
9989,32,3,168.7
326,561,1,168.69
1444,459,2,168.69
3154,16,1,168.67
11999,1358,1,168.67
14802,760,1,168.66
17853,217,1,168.65
6170,77,2,168.58
8578,493,1,168.56
4227,1077,2,168.55
10860,762,2,168.49
9282,848,2,168.48
10065,351,4,168.44
4828,1202,2,168.43
14499,1906,2,168.42
12266,278,3,168.41
11717,1300,1,168.39
18328,1515,2,168.38
423,1166,2,168.37
6637,233,3,168.37
16118,1839,1,168.36
13181,287,3,168.32
4599,372,1,168.27
12705,752,1,168.25
18574,354,3,168.24
13033,706,3,168.19
14250,45,1,168.18
19941,1272,1,168.18
1944,1284,1,168.18
13845,202,3,168.16
7710,948,2,168.16
4082,917,1,168.12
6730,264,2,168.11
8202,418,2,168.04
18469,1335,2,168.0
6426,378,2,167.96
6164,1043,3,167.93
3673,1029,1,167.93
5642,515,1,167.91
16131,602,3,167.89
15171,1699,1,167.88
15545,675,3,167.88
13146,335,4,167.85
14044,233,3,167.83
10830,128,1,167.82
14735,954,2,167.81
8039,263,2,167.79
6483,786,1,167.78
7448,1918,1,167.76
19477,266,1,167.76
2797,567,2,167.72
3471,110,1,167.7
12172,2047,1,167.7
14724,1721,1,167.7
3399,698,2,167.64
4893,1352,2,167.61
8010,528,3,167.56
13414,112,3,167.54
2727,334,2,167.54
18254,386,4,167.53
7219,263,2,167.45
13543,794,1,167.41
14929,75,2,167.39
19004,1183,1,167.36
13180,776,1,167.36
11981,1382,2,167.34
14378,363,3,167.3
18681,230,2,167.3
4964,119,3,167.27
9078,831,2,167.26
10000,1488,1,167.18
1739,484,1,167.16
2884,720,3,167.15
5310,314,1,167.13
2650,944,2,167.1
5120,1481,1,167.08
13844,1738,1,167.08
9433,238,2,167.08
10890,501,2,166.95
11539,253,2,166.95
6812,516,2,166.91
413,770,1,166.8
17836,1123,2,166.8
17436,927,2,166.77
2367,24,4,166.73
11393,442,2,166.68
13691,963,1,166.64
15462,21,1,166.64
3776,1576,1,166.64
11450,1143,1,166.56
15900,119,3,166.52
9245,2093,1,166.49
394,1628,1,166.48
2010,567,2,166.39
15303,1345,1,166.38
2696,415,2,166.34
5882,1602,1,166.33
2457,212,4,166.31
9080,47,3,166.21
19576,1347,2,166.2
19624,389,1,166.2
11198,295,2,166.2
10881,814,2,166.19
12403,1436,1,166.19
3711,241,2,166.19
17922,1291,3,166.19
7085,1588,1,166.18
3572,1422,1,166.15
17630,1412,1,166.11
19670,961,1,166.11
13353,310,1,166.04
7439,1867,2,165.99
15028,452,1,165.97
15715,750,2,165.96
8729,1291,1,165.96
9271,551,3,165.96
6380,2065,1,165.92
3675,960,1,165.92
5357,1083,4,165.89
8716,589,1,165.84
11245,1878,1,165.83
16475,215,2,165.82
1213,174,4,165.79
3002,215,2,165.73
5799,1087,2,165.72
13291,845,1,165.68
10990,131,1,165.66
3364,353,1,165.66
15800,492,1,165.54
7262,941,1,165.54
11332,627,2,165.51
5489,97,2,165.49
7407,654,4,165.48
8395,5,2,165.44
177,1845,2,165.43
1300,2109,1,165.42
14680,71,1,165.42
18473,1126,1,165.42
15891,499,2,165.4
4009,770,1,165.4
18899,258,2,165.36
18575,529,2,165.32
14710,1152,2,165.3
19359,243,3,165.29
13748,751,2,165.28
10155,89,2,165.27
16840,168,3,165.24
5497,908,3,165.21
12635,1286,1,165.15
759,1446,1,165.11
5920,653,1,165.09
8724,1900,1,165.06
19644,1116,1,165.06
1894,273,2,165.04
16717,88,2,165.01
13062,408,3,164.99
2125,20,2,164.95
12458,200,1,164.94
6891,1164,3,164.86
16121,947,2,164.85
998,31,2,164.85
17661,707,1,164.83
19238,173,1,164.83
5001,80,2,164.82
8695,340,1,164.82
14236,1319,2,164.74
10756,97,2,164.67
12953,747,2,164.66
10046,454,2,164.61
14948,263,1,164.57
15533,946,2,164.54
1074,158,2,164.5
17128,650,2,164.41
11901,396,4,164.38
1255,1260,2,164.3
18763,173,2,164.29
4301,1180,2,164.28
17404,333,2,164.26
10821,90,2,164.19
11357,33,2,164.16
19251,614,1,164.16
17974,750,2,164.1
18602,43,2,164.1
6560,1160,1,164.07
182,897,1,164.03
18297,178,3,164.02
6014,213,2,163.99
2222,767,1,163.94
15250,8,1,163.89
17900,600,1,163.89
14723,2009,1,163.87
4241,897,3,163.85
7542,50,1,163.85
8755,1601,2,163.82
19170,184,1,163.82
14416,252,2,163.81
2234,1899,1,163.75
4737,1510,1,163.75
3237,1628,1,163.74
13906,65,1,163.74
15515,1644,1,163.74
15601,1500,1,163.74
6154,462,3,163.67
18315,1619,3,163.66
12947,714,1,163.61
828,248,1,163.58
17626,311,2,163.56
18346,1840,1,163.52
11399,1905,1,163.44
19322,1703,1,163.35
7556,52,3,163.3
6524,483,3,163.27
18409,1222,2,163.26
1338,1940,1,163.26
15038,1732,2,163.18
19360,311,2,163.12
11823,626,2,163.09
15617,1014,1,162.98
7099,57,4,162.98
3807,42,2,162.96
3504,387,1,162.86
1252,1519,1,162.84
8814,1411,1,162.79
1310,496,2,162.77
655,1025,2,162.69
16995,2035,2,162.66
10732,1675,2,162.63
10416,1627,1,162.55
339,848,1,162.55
2732,487,4,162.55
7932,1368,1,162.55
8937,751,2,162.5
18149,455,2,162.48
7570,1506,2,162.47
18547,458,2,162.45
17454,972,3,162.43
1407,42,3,162.4
14769,80,1,162.4
1083,1341,2,162.36
9167,1010,2,162.35
9456,190,3,162.3
10233,1205,2,162.3
18745,91,1,162.28
18045,436,2,162.25
15860,1493,1,162.22
2074,985,2,162.22
2280,1760,1,162.22
3950,850,3,162.21
3010,493,2,162.15
6094,998,2,162.09
8639,1084,1,162.0
18103,1503,1,161.97
1397,140,2,161.96
3121,833,2,161.95
14445,1127,2,161.84
18981,108,4,161.83
17882,253,2,161.76
9406,124,1,161.75
14035,537,2,161.7
7422,326,1,161.69
10352,1823,2,161.67
6386,894,2,161.64
351,1256,1,161.63
2099,1627,1,161.63
12385,1103,1,161.6
15233,1787,1,161.6
15918,1975,1,161.6
11353,594,4,161.58
19179,1706,1,161.43
19242,355,2,161.35
12412,127,3,161.32
16012,1277,2,161.31
17291,426,1,161.3
11031,859,2,161.29
10754,1617,2,161.19
7076,1597,1,161.19
1259,300,2,161.17
6910,1924,1,161.14
2720,1072,1,161.12
6581,124,1,161.11
13127,707,1,161.11
7490,1328,1,161.09
931,169,1,161.08
3376,2038,1,161.02
11423,432,3,161.02
5888,433,1,160.98
1335,193,2,160.97
11696,899,1,160.96
7515,811,2,160.82
7889,1113,2,160.81
5174,138,4,160.81
9599,1841,1,160.8
5800,1269,1,160.76
8354,1297,2,160.66
11524,426,2,160.63
14417,353,2,160.63
6903,164,2,160.62
4300,1479,1,160.58
19698,1009,1,160.53
4748,128,2,160.5
12966,508,1,160.46
17345,415,2,160.45
3636,1353,1,160.39
3931,275,3,160.39
6187,1263,1,160.38
17065,245,2,160.35
3149,857,1,160.32
4177,1326,1,160.32
12968,127,2,160.3
899,1589,2,160.29
14404,1202,2,160.19
12156,313,3,160.16
4955,1959,1,160.12
4710,406,1,160.11
14274,1063,1,160.11
11629,671,2,160.01
18046,1395,1,160.01
2607,885,2,160.0
12662,313,3,159.97
3000,685,1,159.95
16036,1362,1,159.91
19933,990,1,159.84
9865,1162,1,159.82
14875,523,3,159.8
15469,1116,4,159.78
8184,565,1,159.75
16930,522,2,159.74
4428,1034,2,159.63
15330,1240,1,159.59
19531,547,3,159.55
18522,326,2,159.52
6346,201,3,159.46
15299,1535,2,159.44
9476,951,2,159.42
3338,173,2,159.29
10238,125,2,159.28
6664,789,3,159.26
235,1902,1,159.25
2091,1164,3,159.25
9088,706,2,159.23
18099,568,3,159.21
3196,27,3,159.2
4254,167,2,159.2
8765,2077,1,159.19
13178,995,2,159.15
1978,582,2,159.14
16311,236,1,159.1
920,1497,1,159.09
19429,65,3,159.08
7191,2040,1,159.07
18491,409,1,159.07
14139,1339,1,159.07
1972,297,1,159.05
7684,487,2,159.03
17514,372,1,158.99
3318,456,2,158.97
14570,1615,2,158.97
10598,554,1,158.96
14296,1851,1,158.96
16337,377,1,158.96
4550,167,2,158.93
1173,996,1,158.85
2440,169,3,158.85
11722,512,1,158.84
9558,31,2,158.75
15645,998,2,158.72
12059,1341,1,158.7
8325,517,2,158.61
11571,418,3,158.57
13760,304,2,158.57
13439,1358,3,158.56
1642,293,2,158.52
11708,593,2,158.51
5867,634,2,158.51
1621,168,2,158.49
3891,687,1,158.49
5369,797,2,158.47
19180,935,2,158.46
6030,308,2,158.45
11053,1140,1,158.32
18669,717,2,158.31
1491,444,2,158.3
1761,230,3,158.29
13721,1832,1,158.23
16878,1971,2,158.22
18970,1929,1,158.19
11566,332,2,158.18
13228,1879,1,158.18
12863,771,1,158.15
12020,1319,3,158.14
13299,1540,3,158.03
15738,610,2,158.01
2739,1938,1,158.0
3307,103,2,157.94
17046,215,2,157.91
7911,1268,1,157.9
10129,374,1,157.88
18914,1483,2,157.87
3990,1520,2,157.87
19961,159,2,157.83
2775,177,3,157.78
6228,1037,2,157.65
19171,87,4,157.61
12084,17,3,157.58
9503,678,1,157.53
11137,729,1,157.49
16636,1979,1,157.46
5681,626,1,157.46
5763,332,3,157.38
2293,497,2,157.38
1657,55,1,157.34
3727,653,2,157.28
5650,1044,2,157.25
16516,177,2,157.23
3625,502,2,157.09
1566,1962,1,157.03
6238,1431,2,157.01
5615,903,2,156.96
10521,170,2,156.94
3554,236,3,156.88
7305,882,1,156.8
15676,480,1,156.8
13580,1536,1,156.8
10978,225,3,156.78
16910,1534,1,156.62
16876,1709,1,156.61
14781,418,1,156.54
14728,1069,2,156.51
9189,925,2,156.48
2740,1352,1,156.48
16209,857,2,156.48
8215,327,1,156.36
19424,287,1,156.31
15120,534,2,156.3
4233,599,1,156.29
6837,23,2,156.21
4222,1372,2,156.1
3822,632,1,156.05
17575,292,3,156.03
18084,1689,2,156.01
3659,2053,1,155.97
11314,306,2,155.94
8289,151,2,155.92
5626,419,3,155.91
13184,438,3,155.91
18588,552,3,155.87
14622,423,3,155.84
19344,52,1,155.81
3385,514,2,155.76
13950,757,2,155.71
8256,232,2,155.67
5956,945,3,155.64
12696,333,2,155.64
15818,1280,1,155.61
12913,1643,1,155.59
285,743,2,155.57
5727,24,3,155.5
10870,344,3,155.45
11299,601,2,155.44
12703,1858,1,155.41
8312,1673,1,155.37
9553,1363,2,155.33
12261,1739,2,155.29
18468,287,4,155.24
19547,698,2,155.2
12276,453,3,155.11
12437,70,3,155.04
19141,409,2,155.0
8963,2026,1,154.99
9508,567,2,154.98
18758,172,1,154.89
16974,635,2,154.87
9597,1177,1,154.83
215,1025,1,154.8
804,264,2,154.8
19206,282,2,154.72
14319,72,2,154.71
1369,848,1,154.71
9781,5,2,154.63
13315,309,1,154.62
13442,995,1,154.58
5493,700,3,154.58
5436,969,1,154.57
895,65,3,154.56
11820,869,1,154.56
13318,1493,2,154.56
11286,137,2,154.48
13217,1464,2,154.41
10096,544,3,154.37
784,1297,3,154.36
14512,198,2,154.35
9067,963,1,154.33
6457,102,2,154.32
11291,562,2,154.32
14914,1746,1,154.31
19366,1939,1,154.31
8656,530,1,154.31
5833,160,2,154.24
8439,1888,1,154.24
3168,522,3,154.21
3272,856,1,154.2
13781,415,2,154.16
19426,2061,1,154.14
